"poetID","NameHZ","NamePY","HaoHZ","HaoPY","ZiHZ","ZiPY","OtherZiHaoHZ","OtherZiHaoPY","MaritalStatus","Notes","Sex","LifeSpan","StartYear","EndYear","EthnicGroup","MainWorks","ispoet","HuWenKai","zhuLu","xuZuoZhe","baZuoZhe"
1931,"季瑞貞","Ji Ruizhen","","","靜玉","Jingyu","","","正室","按察使學錦女﹐知縣景燮室。妹淑貞字靜珊亦能詩。歷代婦女著作考作常熟人。","女","清",1644,1911,"漢","繡餘詩鈔",1,"390","重修常昭合志﹐海虞詩話﹐國朝閨秀正始續集","",""
1932,"王坤吉","Wang Kunji","","","令儀","Lingyi","","","","","女","清",1644,1911,"","",1,"","國朝閨秀正始續集","",""
1933,"屈凝","Qu Ning","","","茝香","Chaixiang","","","聘室","通判保鈞(竹田)女﹐舉人楊希鏞聘室。早卒。妹敏。生卒年據楊希鏞著元聘室臨海君墓誌銘","女","1794-1816",1794,1816,"漢","心閒館草一卷",1,"393","蘇州府志﹐常昭合志稿﹐國朝閨秀正始續集﹐小黛軒論詩詩","",""
1934,"屈敏","Qu Min","","","夢蟾","Mengchan","","","聘室","通判保鈞女﹐屈凝胞妹﹐諸生陶尚賢聘室。早卒。","女","清嘉慶至道光初年",1796,1830,"漢","松風閣詩一卷",1,"392","常昭合志稿","",""
1935,"駱思敏","Luo Simin","","","","","","","正室","諸生駱烜女。","女","清",1644,1911,"","",1,"","國朝閨秀正始續集","",""
1936,"柯能織","Ke Nengzhi","","","","","","","正室","諸生管慶室。","女","清",1644,1911,"","",1,"","國朝閨秀正始續集","",""
1937,"夏之蕙","Xia Zhihui","","","楚香","Chuxiang","","","","","女","清",1644,1911,"漢","",1,"","國朝閨秀正始續集","",""
1938,"孫英","Sun Ying","","","小妲","Xiaoda","","","正室","諸生蕭廷弼室。","女","清",1644,1911,"漢","",1,"","國朝閨秀正始續集","",""
1939,"王韻梅","Wang Yunmei","","","素卿","Suqing","","","正室","參將陳耀子朝宗妻。閨秀詞鈔作常熟人。小黛軒論詩詩作王韶梅。","女","清",1644,1911,"漢","問月樓詩詞稿",1,"257","蘇州府志﹐嘉定縣志﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始續集﹐小黛軒論詩詩","孫原湘序﹐高篃序",""
1940,"王謝","Wang Xie","","","絮卿","Xuqing","","","正室","大楏女﹐王韻梅妹﹐諸生邵淵亮室。閨秀詞鈔作常熟人。","女","清",1644,1911,"","瘦紅閣藁﹐韻蘭室遺稿",1,"256","正始續集﹐蘇州府志﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始續集","",""
1941,"黃淑窕","Huang Shutiao","","","姒洲","Sizhou","","","","知縣任(莘田)女。妹淑畹。其父著香草箋末附二女詩。","女","清",1644,1911,"漢","",1,"","國朝閨秀正始續集﹐小黛軒論詩詩﹐閩川閨秀詩話","",""
1942,"黃約雲","Huang Yueyun","","","淡如","Danru","","","","","女","清",1644,1911,"漢","",1,"","國朝閨秀正始續集","",""
1943,"程文桂","Cheng Wengui","","","月芬","Yuefen","","","","簡廷女。月芬為女史李葆貞女。","女","清",1644,1911,"漢","",1,"","國朝閨秀正始續集","",""
1944,"黃之淑","Huang Zhishu","蘭娵老人","Lanjulaoren","耕畹","Gengwan","","","正室﹐寡婦","諸生祖香女﹐江蘇甘泉洪倬室。","女","1792-1853",1792,1853,"漢","《蘭娵女史詩一卷》",1,"657","高州府志﹐廣東女子藝文考﹐國朝閨秀正始續集","",""
1946,"金企韞","Jin Qiyun","","","蘭心","Lanxin","","","","","女","清",1644,1911,"","",1,"","國朝閨秀正始續集","",""
1947,"潘芙","Pan Fu","","","","","","","","","女","清",1644,1911,"","",1,"","國朝閨秀正始續集","",""
1948,"陳士楨","Chen Shizhen","雲櫺","Yunling","","","","","","嘉慶甲戌進士。即用知縣補授南陵。","男","清嘉慶",0,0,"漢","",1,"","","",""
1949,"鄭承吉","Zheng Chengji","","","雉皋","Zhigao","","","","諸生。","男","清",1644,1911,"漢","",1,"","","",""
1950,"張同晸","Zhang Tongzheng","隆泉","Longquan","","","","","","諸生。","男","清",1644,1911,"漢","",1,"","","",""
1951,"劉彬士","Liu Binshi","雲圃","Yunpu","","","筠圃","Yunpu","","嘉庆辛酉(1801)一甲二名進士﹐歷官刑部侍郎﹑浙江巡抚。","男","清嘉庆前後",0,0,"漢","",1,"","","",""
1952,"祥泰","Xiang Tai","次履","Cilü","","","","","","安徽寕池太廣道。","男","清",1644,1911,"滿","",1,"","","",""
1953,"徐寳翰","Xu Baohan","","","","","","","","諸生。","男","清",1644,1911,"漢","",1,"","","",""
1954,"熊蘊和","Xiong Yunhe","澹園","Danyuan","","","","","","歲貢生。安徽試用直隸州州判。","男","清",1644,1911,"漢","",1,"","","",""
1956,"黃喬桂","Huang Qiaogui","香巖","Xiangyan","","","","","","貢生。","男","清",1644,1911,"漢","",1,"","","",""
1957,"劉汝霖","Liu Rulin","","","惠農","Huinong","","","","諸生。及門。","男","清",1644,1911,"漢","",1,"","","",""
1958,"劉汝棟","Liu Rudong","","","浦雲","Puyun","","","","諸生。","男","清",1644,1911,"漢","",1,"","","",""
1960,"何彤文","He Tongwen","","","","","","","","副貢。","男","清",1644,1911,"漢","",1,"","","",""
1961,"吳鳴鳳","Wu Mingfeng","竹庵","Zhu'an","","","","","","乾隆壬子舉人﹐嘉慶戊辰大挑一等分發江西以知縣用。厯署東鄉都昌補授德化﹐陞任饒州府景德鎮同知﹐厯署瑞州撫州建昌饒州九江府知府。","男","清乾隆嘉慶",0,0,"漢","《此君山房文集》《竹庵隨筆》",1,"","","",""
1962,"夏修恕","Xia Xiushu","森圃","Senpu","","","","","","嘉慶戊午舉人﹐壬戌進士﹐廣東糧儲道﹐山西按察使﹐貴州思州府知府","男","清嘉慶前後",0,0,"漢","",1,"","","",""
1963,"徐麗生","Xu Lisheng","石谿","Shixi","","","","","","舉人。江西新城縣知縣。","男","清",1644,1911,"漢","",1,"","","",""
1964,"傅紫綬","Fu Zishou","雪岡","Xuegang","","","","","","嘉慶戊武舉人。奉新縣教論。","男","清嘉慶前後",0,0,"漢","",1,"","","",""
1965,"黃錫寳","Huang Xibao","西園","Xiyuan","","","","","","嘉慶丁卯舉人﹐戊辰進士﹐廣東化州知府。及門。","男","清嘉慶前後",0,0,"漢","",1,"","","",""
1966,"詹壁","Zhan Bi","藕香","Ouxiang","","","","","","舉人。歷任浙江上虞甘肅渭源知縣。","男","清",1644,1911,"漢","",1,"","","",""
1967,"朱方增","Zhu fangzeng","慎庵","Shen'an","虹舫","Hongfang","","","","嘉慶辛酉(1801)進士，選庶吉士，授編修,翰林院侍講學士。","男","?-1830",1766,1830,"漢","",1,"","","",""
1968,"王若閎","Wang Ruohong","可愚","Keyu","","","","","","嘉慶丁卯(1807)舉人﹐戊辰(1808)進士﹐由員外郎擢御史﹐授湖北荊州府知府。","男","清嘉慶道光",0,0,"漢","",1,"","","",""
1969,"王懷曾","Wang Huaizeng","君耜","Junsi","","","","","","舉人,山東安邱縣知縣,王若閎及門。按若閎﹐號可愚﹐嘉慶丁卯(1807)舉人﹐戊辰(1808)進士﹐由員外郎擢御史﹐授湖北荊州府知府。","男","清嘉慶道光",0,0,"漢","",1,"","","",""
1971,"張寅","Zhang Yin","子畏","Ziwei","","","","","","道光壬午進士；九江府知府。","男","清道光",0,0,"漢","",1,"","","",""
1972,"翁心存","Weng Xincun","遂盦","Suian","","","","","","道光壬午進士,國子監祭酒,江西學政。","男","1791-?",1791,0,"漢","",1,"","","",""
1973,"許乃普","Xu Naipu","","","滇生","Diansheng","","","","嘉慶庚辰(1820)一甲二名進士,授編修﹐歷官詹事府詹事﹐江西學政。卒年八十。謚文恪。兄乃安﹑乃濟﹑乃穀﹐弟乃釗﹐俱先後入翰林﹐時稱五鳳。子彭壽﹐字仁山﹐道光二十七年會元﹐二甲一名進士﹐由編修歷官禮部侍郎﹐父子相繼值南齋。","男","1787-1866",1787,1866,"漢","",1,"","","",""
1974,"楊光祖","Yang Guangzu","","","鐵嶺","Tieling","","","","","男","清",1644,1911,"漢","",1,"","","",""
1975,"黃景福","Huang Jingfu","武陵","Wuling","","","","","","副貢；瑞昌縣知縣。","男","清",1644,1911,"漢","",1,"","","",""
1976,"游凌翰","You Linghan","筠翹","Yunqiao","","","","","","道光甲午(1834)解元﹐德化縣教論。","男","清道光前後",0,0,"漢","",1,"","","",""
1977,"茹棻","Ru Fen","古香","Guxiang","稚葵","Zhikui","","","","吏部左侍郎癸酉科江南正考官﹐乾隆甲辰(1784)狀元。歷官至兵部尚書。","男","1755-1821",1755,1821,"漢","",1,"","","",""
4438,"龔夫人(梁鼎芬妻)","Gong furen (Liang Dingfen qi)","","","","","","","正室","番禺梁鼎芬節菴(1859-1919)室。按梁鼎芬光緒六年進士﹐歷任知府﹑按察使和布政使。夫人有艷名且工詩詞。","女","清同治宣统間",1862,1911,"漢","",1,"","閨秀詞話","",""
1980,"姚志鳳","Yao Zhifeng","","","","","","","","御史姚福增孫﹐姚倩﹑姚茝弟。","男","清末民初",1875,1949,"漢","",1,"","","",""
1984,"湖南貞女","Hunan Zhennü","","","","","","","","順治甲午投江死﹐浮屍逆流﹐臂繫紅綾一幅﹐書辭世詩十一首。","女","?-1654",1628,1654,"漢","",1,"","本朝名媛詩鈔","",""
1986,"唐山夫人","Tangshan Furen","","","","","","","妃","高帝姬﹐漢高祖初年前後在世。善於為楚聲﹐著安世房中歌(又作房中祠樂)﹐與〈戚夫人歌〉為漢代樂府之始。按唐山﹐姓也。(見《通典樂典卷第一百四十一》)。 漢書禮樂志曰﹐漢房中樂詞﹐高祖唐山夫人所作﹐凡樂樂其所生禮不忘其本﹐高祖樂楚聲﹐故房中樂楚聲也。孝惠二年使樂府令夏侯寬備其簫管﹐更名安世樂。 漢高祖夫人。周有《房中樂》，歌後妃之德。秦始皇改曰《壽人》。高祖時，唐山夫人為此歌十六章，蓋楚聲也。孝惠時，令樂府夏侯寬被之簫管，更名《安世樂》。(宮閨文選)","女","漢初",-221,-195,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1987,"虞姬","Yu ji","","","","","","","妃","秦末虞地（江蘇吳縣）人﹐項羽愛姬。項王軍壁垓下，兵少食盡，漢軍及諸侯兵圍之數重。夜聞漢軍四面皆楚歌，項王乃大驚曰：「漢皆已得楚乎？是何楚人之多也！」項王則夜起，飲帳中。有美人名虞，常幸從﹔駿馬名騅，常騎之。于是項王乃悲歌慷慨，自為詩曰：「力拔山兮氣蓋世，時不利兮騅不逝。騅不逝兮可奈何，虞兮虞兮奈若何！」歌數闋，美人和之。項王泣數行下，左右皆泣，莫能仰視。(見《史記﹒卷七﹒項羽本紀》)","女","?-BCE 202",-230,-202,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸","",""
1988,"王嬙","Wang Qiang","","","昭君","Zhaojun","","","妃","漢元帝宮人﹐嫁匈奴。 竟寧元年，單于復入朝，礼賜如初，加衣服锦帛絮，皆倍于黄龍時。單于自言愿婿漢氏以自親。元帝以后宫良家子王嬙字昭君賜单于。單于歡喜，上書愿保塞上谷以西至敦煌，傳 之无穷，請罷邊备塞吏卒，以休天子人民。(《漢書﹒匈奴传第六十四下》) 竟寧元年﹐春，正月，匈奴呼韩邪單于来朝，自言愿婿漢氏以自親。帝以后宫良家子王嫱 字昭君賜单于。(《資治通鑑卷第二十九》) 齊國王穰女。年十七獻之元帝。單于歿子世達立﹐昭君吞藥而歿。(古今女史) 字昭君，齊國王穰女。漢元帝時，匈奴求美人為閼氏。昭君請行，至單于，恨帝始不見遇，作怨思之歌。(宮閨文選)","女","西漢初元(-48-",-48,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐名媛尺牘﹐宮閨文選","",""
1989,"班婕妤","Ban jie yu","","","","","","","妃","左曹越騎校尉班況女﹐司空椽班彪姑﹐班固祖姑，少有才學，成帝時選入宮，立為婕妤。後為趙飛燕姊妹譖，退處東宮，作賦自傷。至成帝崩，婕妤充奉園陵，薨，因葬園中。(《汉书﹒外戚传》有傳)胡文楷書作扶風人。 越騎校尉況之女，彪之姑。少有才學，成帝時選人後宮，始為少使，俄而大幸為婕妤。帝嘗遊後庭，欲與同輩載，辭之。時趙飛燕寵盛，譛婕妤祝謔。考問之，婕妤具奏。帝善其對，賜黃金百觔。婕妤恐久見危，求供養太后長信宮中，帝許焉。(宮閨文選)","女","BCE 48-ca. BCE 6",0,0,"漢","班婕妤集一卷",1,"1","隋書經籍志﹐漢書外戚傳﹐成帝本紀贊﹐續列女傳﹐詩品﹐宮閨氏籍藝文考略﹐古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1990,"趙飛燕","Zhao Feiyan","","","","","趙皇后","Zhao huang hou","后","赵后飞燕，父冯万金。祖大力，工理乐器。万金二女，长曰宜主，次曰合德，二人皆出世色。万金死，冯氏家败，飞燕姊妹流转至长安﹐缘主家大人得入宫召幸，永始元年(-11)立為后。(見《趙飛燕外傳》﹑《漢書》)哀帝死﹐王莽篡位，廢趙后，飛燕自殺。 名飛燕，長安民家女，入陽和主家。成帝召拜婕好，有寵，尋冊為后。(宮閨文選)","女","漢成帝",-48,1,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐名媛尺牘﹐飛燕外傳﹐宮閨文選","",""
1991,"羅敷","Luofu","","","","","秦羅敷","Qin Luofu","正室","舊說邯鄲女子﹐姓秦名羅敷﹐邑人王仁妻。仁後為趙王家令。趙王見而欲奪之﹐敷作陌上桑以辭之。 崔豹《古今注》云，敷姓秦氏，邯鄲人，同邑千乘王仁妻。王仁後為趙王家令，羅敷出采桑於陌上，趙王登臺見而悅之，置酒欲奪之。羅敷善彈箏，作《陌上桑》以自明，趙王乃止。今案歌辭，羅敷采桑陌上，為使君所邀，敷誇其夫為侍中郎以拒之，與《古今注》異，疑崔說誤也。(宮閨文選)","女","東漢建武",25,56,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1992,"蘇伯玉妻","Su Boyu qi","","","","","","","正室","居長安。又作晉代人。 漢時人，失其姓氏。伯玉出使在蜀，久不歸。其妻居長安，思念之，因作詩，寫之盤中，屈曲成文，故雲《盤中詩》。(宮閨文選)","女","東漢",0,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1993,"竇元妻","Dou Yuan qi","","","","","竇玄妻","Dou Xuan qi","正室","按竇元字叔高﹐平陵人﹐上以公主妻之﹐故妻遂為棄婦。古今女史作竇玄。 元字叔高，平陵人，形貌絕異，天子以公主妻之。舊妻為夫所棄，為書別之，並附以歌。(宮閨文選)","女","東漢",0,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐名媛尺牘﹐宮閨文選","",""
1994,"卓文君","Zhuo Wenjun","","","","","文后","Wenhou","正室﹐寡婦","原名文后﹐臨卬富人卓王孫女﹐年十七而寡。司馬相如游于卬﹐文君悅之﹐夜與馳歸成都。後長卿以消渴疾至歿﹐文君為之誄。 臨邛富人卓王孫女也。十七而寡，好音樂。成都司馬相如客遊臨邛，飲卓氏，以琴心挑之。文君乃亡，夜奔相如。及相如將聘茂陵姬為妾，文君賦《白頭吟》乃止。(宮閨文選)","女","西漢(after b.c.179-after b.c.117)",0,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐名媛尺牘﹐西京雜記﹐宮閨文選","",""
1995,"徐淑","Xu Shu","","","","","","","正室﹐寡婦","隴西(今甘肃)人﹐同郡秦嘉字士會妻。按嘉桓帝时為邪郡上計掾，後为黄门郎。病卒于津乡亭。(徐淑)時猶豐少﹐兄弟將嫁之﹐竟毀形不嫁，哀慟傷生。（見《史通·人物》） 邪郡上椽秦嘉妻，隴西人也。嘉適郡，淑病不能從。嘉以詩贈別之，後復作書遺之，兼以明鏡寶釵芳香素琴贈焉。淑作詩並書答之。後嘉死，淑毀形不嫁，旋以哀慟卒。(宮閨文選)","女","東漢建和",126,167,"漢","徐淑集一卷",1,"2","古今女史﹐隋書經籍志﹐詩品﹐鐵橋慢藳﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐名媛尺牘﹐宮閨文選","",""
1996,"蔡琰","Cai Yan","","","文姬","Wenji","昭姬﹐蔡文姬","Zhaoji, Cai Wenji","正室﹐后","陳留(郡)圉(縣)（今河南杞縣）人。蔡邕(伯喈)(132-192)女。初嫁河东卫仲道，夫亡无子，归母家。汉末董卓入据洛阳，為董卓军强迫西迁长安,兴平二年(195)為南匈奴军所虏，在左賢王部伍中﹐入番為王后。在胡中十二年，生有二子。建安十二年(207),曹操遣使以金璧贖之。重嫁屯田都尉董祀。 名琰，陳留蔡邕女。博學有才辨，善鼓琴。適河東衛仲道，早寡。漢末被擄人胡，為左賢王后。在胡曆十二年，生二子。魏武痛邕無嗣，遣使以金璧贖之。重嫁，屯田都尉董","女","漢魏間(ca.162-259)",162,259,"漢","蔡文姬集一卷",1,"5","隋書經籍志﹐後漢書列女傳﹐古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1997,"甄皇后","Zhen huang hou","","","","","文昭","Wenzhao","后","中山毋極人﹐魏文帝夫人﹐魏明帝母。初為袁紹次子熙所納﹐後曹操滅紹﹐文帝私納為夫人。後為郭后所譖﹐賜歿。明帝即位﹐追諡文昭。 中山無極人，明帝母。初為袁紹次子熙婦，及魏武破紹，文帝私納為夫人。後為郭后所譖，賜死。明帝即位，追諡文昭皇后。(宮閨文選)","女","182-221",182,221,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1998,"王宋","Wang Song","","","","","","","正室","平虜將軍劉勳妻﹐嫁勳二十余年後﹐勳以無嗣出之﹐還于道中。 平虜將軍劉勳妻。宋嫁勳二十餘年，後勳悅山陽司馬女，以宋無子出之。還於道中，賦詩自傷。(宮閨文選)","女","魏-三國",168,220,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
1999,"孟珠","Meng Zhu","","","","","","","","丹陽女子，能為《陽春歌》。(宮閨文選)","女","魏-三國",196,260,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2000,"左芬","Zuo Fen","","","蘭芝","Lanzhi","左貴嬪, 左九嬪","Zuo gui pin, Zuo jiu pin","妃","父奮﹐左思妹﹐名芬。晉武帝納之﹐泰始八年拜修儀。元皇后楊氏崩﹐芬獻誄。咸寧三年作頌。帝女萬年公主薨﹐芬為誄。(《晉書﹒列傳﹒后妃》有傳) 名芬，少好學，善綴文，與兄思齊名。晉武帝聞而納之，泰始八年拜修儀。受詔，作愁思之文，因為《離思賦》。後為貴嬪，姿陋無寵，以才德為帝所重焉。(宮閨文選)","女","ca. 255-300",255,300,"漢","左九嬪集四卷",1,"6","古今女史﹐隋書經籍志﹐晉書后妃傳﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2001,"謝道韞","Xie Daoyun","","","","","","","正室","安西將軍謝奕女﹐左將軍王凝之(王羲之子)妻。叔父謝安。《晉書烈女傳》有傳。 東晉安西將軍奕女，左將軍王凝之妻也。聰辨有才識。孫亂，凝之遇害。道韞","女","東晉(fl.376)",335,396,"漢","謝道韞集二卷",1,"10","古今女史﹐隋書經籍志﹐晉書列女傳﹐ (馮氏)詩紀﹐藝文類聚﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2002,"桃葉","Taoye","","","","","","","妾","王獻之妾﹐妹桃根。按王獻之(344-386)，字子敬，會稽人。王羲之七子。","女","東晉",0,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸","",""
2003,"綠珠","Lüzhu","","","","","","","婢","南海梁氏女。石崇以珠三斛易之﹐故名綠珠。大將軍孫秀橫甚﹐欲之求於崇。不許。崇謂珠曰﹐我為爾得罪。珠遂投樓下死。按石崇(249-300)﹐字季倫。渤海南皮人，生于青州，小名齊奴。荆州巨富。 南海梁氏女。有容貌，石崇以珍珠三斛貿之，因號綠珠。大將軍孫秀求之，竟不許，遂陷崇。崇曰：“我為爾得罪。”珠泣曰“當效死於君前。”因自投于金谷樓下而死。秀怒，誅崇。珠嘗作《懊儂歌》。(宮閨文選) ","女","西晉",265,300,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2004,"翔風","Xiangfeng","","","","","翾風","Xuanfeng","婢","石崇婢﹐始十歲得之胡中﹐十五美艷無比﹐尤以詩翰擅寵。及年稍長﹐遭少年排擠﹐懷遠作詩。蘭閨寶錄作翾風。按石崇(249-300)﹐字季倫。渤海南皮人，生于青州，小名齊奴。荆州巨富。 石崇愛婢。魏末，於胡中得之，年十五，絕豔。工文辭，妙別玉聲，巧觀金色。及年二十，寵衰，退為房老，乃作怨詩以見志。(宮閨文選) ","女","西晉(fl.300)",265,300,"","",1,"","古今女史﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2005,"謝芳姿","Xie Fangzi","","","","","","","婢","王珣婢。按王珣（350-401）﹐字元琳，小字法護，瑯琊臨沂人,與父洽、祖父導皆以書著名。官尚書令，卒贈車騎將軍，諡獻穆。 散騎常侍王珣婢也。素善歌，有《團扇歌》二首。(宮閨文選)","女","東晉",350,420,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2006,"李氏(賈充妻)","Li shi (Jia Chong qi)","","","","","","","","曹魏時中書令李豐女。充前妻。生二女褒、裕，褒一名荃，裕一名浚。父豐誅﹐李氏坐留徙。充後娶城陽太守郭配女，即廣城君也。按充(217-282)﹐字公閭，平陽襄陵人。魏豫州刺史、陽里亭侯賈逵子。","女","魏晉間",227,282,"漢","《女訓》",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸","",""
2007,"子夜","Ziye","","","","","","","","晉時女子﹐善為曲﹐其聲哀苦﹐相傳為子夜四時歌。 晉女子也。嘗造曲，聲過哀苦，謂之《子夜歌》。(宮閨文選)","女","晉",265,420,"","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2008,"鮑令暉","Bao Linghui","","","","","","","","又作西陽郡人。鮑昭(鮑照)妹。鮑照（ca.412-466），字明遠。世稱鮑參軍。 東海人，鮑照之妹。能詩，卓絕清巧，擬古尤勝。照嘗答武帝云：“臣妹才不亞于左芬，臣才不及太沖耳。”(宮閨文選)","女","南宋(南北朝)(fl.464)",413,484,"漢","香茗集",1,"","古今女史﹐歷朝名媛詩詞﹐蘭閨寶錄﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2009,"清溪小姑","Qingxi xiao gu","","","","","青溪小姑","Qingxi xiao gu","","蔣子文第三妹。按楊炯《少姨廟碑》云：“虞帝二妃，湘水之波瀾未歇；蔣侯三妹，清溪之軌跡可尋。”蒋侯即蔣子文﹐广陵人﹐《搜神記》卷五有傳。 秣陵尉蔣子文第三妹。青溪，所居地名。(宮閨文選)","女","宋(南北朝)",420,479,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2010,"劉令嫻","Liu Lingxian","","","","","劉三孃","Liu san niang","正室﹐寡婦","劉繪女﹐徐悱妻﹐劉孝綽(481-539)妹。姊妹三人並由才學﹐令嫻最幼﹐人稱劉三孃﹐與劉大孃齊名。悱官晉安郡卒。令嫻為文祭之﹐辭甚愴。 劉孝綽之妹，徐悱妻也。綽三妹並有才學，令嫻最幼，世稱劉三娘。善詩文，尤清拔。悱為晉安郡，卒，喪還建鄴。令嫻為文祭，詞甚悽惋。父勉，本欲為哀辭，及見此文，乃閣筆。(宮閨文選)","女","南梁(南北朝)(fl.525)",502,557,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2011,"王金珠","Wang Jinzhu","","","","","","","","里族未詳。 梁時女子。案：《古之樂錄》云吳歌十曲內七曲為金珠所制，彤管《新詠》作劉令嫻。(宮閨文選)","女","梁-南北朝",502,557,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2012,"沈滿願","Shen Manyuan","","","","","沈願","Shan Yuan","正室","吳興武康人，沈約孫女，范靖妻。一作沈願。 范靖妻，長於詩，所著甚富。靖，一作靜。(宮閨文選)","女","南梁(南北朝)",502,557,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐宮閨文選","",""
2013,"吳興伎童","Wuxing ji tong","","","","","","","","","女","梁",0,0,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩","",""
2014,"王玉京","Wang Yujing","","","","","姚玉京","Yao Yujing","正室﹐寡婦","亦作姚玉京,乳名從母姓也。衛敬瑜妻﹐灞陵王整妹。《南史﹒張景仁傳》又作霸城王整之姊﹐嫁爲衛敬瑜妻﹐年十六而敬瑜亡﹐父母舅姑鹹欲嫁之，誓而不許﹐乃截耳置盤中爲誓乃止。遂手爲亡婿種樹數百株，墓前柏樹忽成連理﹐一年許還復分散。女乃爲詩曰﹕“墓前一株柏﹐根連復並枝。妾心能感木﹐頹城何足奇。”所住戶有燕巢﹐常雙飛來去，後忽孤飛 。女感其偏棲，乃以縷繫腳爲志。後歲此燕果復更來﹐猶帶前縷。女復爲詩曰﹕“昔年無偶去,今春猶獨歸。故人恩既重﹐不忍復雙飛。”","女","梁(fl.532)",0,0,"漢","",1,"","歷朝名媛詩詞","",""
2015,"劉氏(王叔英妻)","Liu shi (Wang Shuying qi)","","","","","劉大孃","Liu da niang","正室","劉繪女，劉孝綽(481-539)妹，劉令嫻姊，瑯琊王叔英妻。與妹令嫻齊名。文集並行於世。古今女史作瑯琊(瑯琊郡)人。 瑯琊人，劉氏繪之女，孝綽長妹，世稱劉大娘，王叔英妻也。與妹令嫻齊名，文集並行於世。(宮閨文選)","女","梁-南北朝",502,557,"漢","",1,"","歷朝名媛詩詞，古今女史﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2016,"包明月","Bao Mingyue","","","","","","","宮女","南朝梁宮人。 梁時女子，制《前溪歌》，為吳中十曲之一。(宮閨文選)","女","南梁(南北朝)",502,557,"漢","",1,"","古今女史﹐歷朝名媛詩詞﹐名媛彙詩﹐名媛詩歸﹐宮閨文選","",""
2018,"姚鴻慧","Yao Honghui","","","蕙儂","Huinong","素榆","Suyu","正室","御史姚福增女孫﹐姚倩﹑姚茝之姊。拔貢宗威繼室。","女","清末民初",1875,1949,"漢","《聯珠集》﹐《群玉山房集》",1,"422","清閨秀藝文略﹐晚晴簃詩匯﹐南湘室詩草","",""
