id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
970,2123,2959,沂水書院,1119,宣和,南宋,,,樂安,115.831779,27.426289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,305,,
971,2124,3581,沂源書院,1300,大德,蒙古元,,,上海,121.486763,31.224427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,2125,3374,河東書院,1255,寶祐,南宋,,,黃州,114.8654938,30.44698906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,333,多个出處:宋代書院與宋代學術之關係P333;元代書院之地理分佈P402;中國古代的書院制度P28.,
973,2126,3531,河洛書院,1300,大德,蒙古元,,,鞏縣,113.051003,34.785107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2127,3289,河源書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P111.,
975,2128,3033,泰山書院,1043,慶曆,南宋,,,泰安州,117.1265183,36.18209839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,335,多个出處:宋代書院與宋代學術之關係P335;元代書院之地理分佈P396;中國古代的書院制度P29.,
976,2129,3469,洙泗書院,1278,至元,蒙古元,,,曲阜,116.986059,35.597553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,396,多个出處:元代書院之地理分佈P396;中國古代的書院制度P50;中國書院制度考略P20.,
977,2130,3396,洛西書院,1264,至元,蒙古元,,,永寧,111.653404,34.385807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,407,,
978,2131,3120,洛陽書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2132,3020,洪源書堂,1119,宣和,南宋,,,崇安,118.026779,27.756025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,29,,
980,2133,3192,浣溪書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380.,
981,2134,3089,浮沚書院,1109,大觀,南宋,,,永嘉,120.653221,28.018291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,316,多个出處:宋代書院與宋代學術之關係P316;中國古代的書院制度P29.,
982,2135,3667,浮雲書院,1327,泰定,蒙古元,,,永豐,115.432716,27.322115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
983,2136,3569,浯州書院,1300,大德,蒙古元,,,同安,118.144119,24.736046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,381,多个出處:元代書院之地理分佈P381;泉州古代書院P79.,
984,2137,3655,涑水書院,1322,至治,蒙古元,,,光山,114.898773,32.009701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,407,,
985,2137,3656,涑水書院,1323,至治,蒙古元,,,夏縣,111.220055,35.137451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,2138,3659,涑陽書院,1326,泰定,蒙古元,,,絳縣,111.561325,35.489243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,405,,
987,2139,3050,涵暉書院,1005,景德,南宋,,,英德府,113.402077,24.172937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,,
988,2140,3757,涵暉谷書院,1005,景德,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,328,,
989,2141,3678,淝州書塾,1331,至順,蒙古元,,,南城,116.627449,27.559717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
990,2142,3468,淮山書院,1278,至元,蒙古元,,,盱眙,118.4953,33.01474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,2143,3351,深山書院,1246,淳祐,南宋,,,德興,117.580116,28.953411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,308,"多个出處:宋代書院與宋代學術之關係P308;江西古代書院研究P112,226.",
992,2144,3244,深柳書院,1197,承安,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,,
993,2145,3169,清江書院,1175,淳熙,南宋,,,清江,115.398987,28.015566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,302,"多个出處:宋代書院與宋代學術之關係P302;江西古代書院研究P110,227;元代書院之地理分佈P369.",
994,2145,3555,清江書院,1300,大德,蒙古元,,,宜都,111.457916,30.392385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,403,,
995,2146,3362,清源書院,1246,淳祐,南宋,,,泉州,118.5899048,24.90964127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,381,多个出處:元代書院之地理分佈P381;泉州古代書院P49.,
996,2146,3448,清源書院,1270,咸淳,南宋,,,分宜,114.693603,27.767023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,2147,3069,清溪書院,1075,天賜禮盛國慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,2147,3272,清溪書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P324;元代書院之地理分佈P386.",
999,2148,2929,清灣書院,1119,宣和,南宋,,,博羅,114.273606,23.172247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,327,,
1000,2149,3758,清烈書院,1012,大中祥符,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,322,,
1001,2150,3723,清節書院,1347,至正,蒙古元,,,吉安路,114.9712753,27.10323906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,227,多个出處:江西古代書院研究P227;元代書院之地理分佈P369.,
1002,2151,3213,清風書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,303,多个出處:宋代書院與宋代學術之關係P303;江西古代書院研究P107.,
1003,2152,3641,渭上書院,1317,延祐,蒙古元,,,高陵,109.080475,34.533325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,408,,
1004,2153,3393,湖山書院,1279,至元,蒙古元,,,慶元路,121.5426559,29.86631584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,375,,
1005,2153,3411,湖山書院,1279,中統,蒙古元,,,弋陽,117.421311,28.401876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,218;225,,
1006,2153,3443,湖山書院,1269,咸淳,南宋,,,婺州,119.6499176,29.10471153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,114;227,"多个出處:江西古代書院研究P114,227;中國古代的書院制度P52;中國書院制度考略.",
1007,2153,3450,湖山書院,1273,至元,蒙古元,,,武昌,114.879906,30.402718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,2154,3098,湖頭書院,1203,嘉泰,南宋,,,永豐,118.191361,28.438469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,303,,
1009,2155,3187,湘江書院,1170,乾道,南宋,,,曲江,113.603417,24.810209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P326;中國古代的書院制度P28.",
1010,2156,3048,湘西書院,1000,咸平,南宋,劉輔,,善化,112.978134,28.198198,,,,,,,,,,朱熹；,；,,,,教學与研究,,,,,,,,,,宋末,毀於兵,,,,,,湖南书院史稿,,,,,,,宋代書院與宋代學術之關係,322,多个出處:宋代書院與宋代學術之關係P322;元代書院之地理分佈P386.,
1011,2157,3109,湛盧書院,1203,嘉泰,南宋,,,松溪,118.774612,27.528404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P320;元代書院之地理分佈P382.",
1012,2158,3681,溪山書塾,1331,至順,蒙古元,,,貴溪,117.202271,28.287901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,222,,
1013,2159,2957,溪山書院,1119,宣和,南宋,,,建陽,118.10537,27.33988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,319,,
1014,2159,3044,溪山書院,991,淳化,南宋,,,古田,118.784904,26.60171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,317,,
1015,2160,3164,溪山第一書院,1175,淳熙,南宋,,,臨海,121.120598,28.843132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,312,,
1016,2161,3813,溪東書院,1226,寶義,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,多个出處:宋代書院與宋代學術之關係P326;元代書院之地理分佈P384.,
1017,2162,3705,溫公書院,1355,至正,蒙古元,,,夏縣,111.220055,35.137451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,405,多个出處:元代書院之地理分佈P405;中國書院制度研究P21.,
1018,2163,3445,溫陵書院,1267,咸淳,南宋,,,晉江,118.589905,24.909641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P381;泉州古代書院P49.,
1019,2164,3175,滄江書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,331,,
1020,2165,3649,滄溪書院,1315,延祐,蒙古元,,,黎城,113.380028,36.504337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,2166,3286,漁墅書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P110;元代書院之地理分佈P368.,
1022,2167,3710,漆氏書院,1355,至正,蒙古元,,,新昌??,114.7789,28.393312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,223,,
1023,2168,3862,漢陽張公書院,1348,至正,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,224,,
1024,2169,3802,漣溪書院,1216,至寧,金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P323;元代書院之地理分佈P385.",
1025,2170,3271,漣濱書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P323;元代書院之地理分佈P385.",
1026,2171,3006,潁谷書院,1043,慶曆,南宋,,,登封,113.02462,34.455818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,4;34,"多个出處:中國古代書院發展史P4,34;元代書院之地理分佈P406.",
1027,2172,2948,潭溪書院,1119,宣和,南宋,,,建陽,118.10537,27.33988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,,
1028,2173,3310,澧陽書院,1226,寶義,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,多个出處:宋代書院與宋代學術之關係P326;元代書院之地理分佈P384.,
1029,2174,3543,澮濱書院,1300,大德,蒙古元,,,永城,116.3639984,33.93945694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,406,,
1030,2174,3740,澮濱書院,,,,,,上猶,114.531746,25.796444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,227,,
1031,2175,2947,澹臺書院,1119,宣和,南宋,,,吳縣,120.618622,31.31271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,331,,
1032,2176,3066,濂山書院,1064,治平,南宋,,,分寧,114.559631,29.038708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,5;35,"多个出處:中國古代書院發展史P5,35;宋代書院與宋代學術之關係P301.",
1033,2177,3483,濂泉書院,1300,大德,蒙古元,,,廣州路,113.2560654,23.13462448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,391,,
1034,2178,3788,濂溪港書院,1176,淳熙,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,310,多个出處:宋代書院與宋代學術之關係P310;江西古代書院研究P225.,
1035,2179,3074,瀛山書院,1072,天賜禮盛國慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,,
1036,2180,3097,瀫東書院,1203,嘉泰,南宋,,,蘭溪,119.478851,29.204453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,多个出處:宋代書院與宋代學術之關係P313;元代書院之地理分佈P374.,
1037,2181,3412,熊氏書院,1262,景定,南宋,,,新州,112.2250824,22.70291519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,301,"多个出處:宋代書院與宋代學術之關係P301;江西古代書院研究P113,226.",
1038,2182,3157,燕南書院,1155,貞元,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,泉州古代書院,49,,
1039,2183,3575,燕居書院,1300,大德,蒙古元,,,嘉興路,120.7532044,30.76746941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,2184,3554,牛山書院,1300,大德,蒙古元,,,肥城,116.766968,36.189663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2185,3588,狀元書院,1300,大德,蒙古元,,,崇陽,114.043838,29.548801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2186,2893,獨山書院,1119,宣和,南宋,,,建安,118.323784,27.038864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,319,,
1043,2187,3270,獨峰書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;34,"多个出處:中國古代書院發展史P11,34;元代書院之地理分佈P377.",
1044,2188,2963,玉峯書院,1119,宣和,南宋,,,安仁,116.903259,28.40443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,,
1045,2189,3417,玉峰書院,1268,咸淳,南宋,,,崑山,120.9482346,31.3861084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,332,多个出處:宋代書院與宋代學術之關係P332;中國古代的書院制度P52;中國書院制度考略.,
1046,2190,2968,玉嵒書院,1119,宣和,南宋,,,番禺,113.287287,23.09316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,327,,
1047,2191,3582,玉巖書院,1300,大德,蒙古元,,,番禺,113.256066,23.134624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,2192,3261,玉淵書院,1206,應天,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,331,多个出處:宋代書院與宋代學術之關係P331;元代書院之地理分佈P395;四川書院史P26;中國古代的書院制度P30.,
1049,2193,3799,玉淵泉書院,1206,應天,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,331,多个出處:宋代書院與宋代學術之關係P331;元代書院之地理分佈P395;四川書院史P26;中國古代的書院制度P30.,
1050,2194,3350,玉溪書院,1246,淳祐,南宋,,,貴溪,117.202271,28.287901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P112.,
1051,2194,3613,玉溪書院,1300,大德,蒙古元,,,鄱陽,116.663833,28.994167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代的書院制度,51,多个出處:中國古代的書院制度P51;中國書院制度考略P21.,
1052,2195,3214,玉貞書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,309,多个出處:宋代書院與宋代學術之關係P309;江西古代書院研究P108.,
1053,2196,2994,王俊義書院,1043,慶曆,南宋,,,如皋,120.558662,32.384022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,2197,3564,王氏書院,1300,大德,蒙古元,,,沂州,118.3952408,35.19797516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,398,,
1055,2198,3110,理源書院,1203,嘉泰,南宋,,,貴溪,117.202271,28.287901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P218.,
1056,2199,2930,琴江書院,1119,宣和,南宋,,,石城,118.2784,39.6721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,310,,
1057,2200,3881,琴聲書院,1336,至元,蒙古元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,397,,
1058,2201,3167,瑜山書院,1175,淳熙,南宋,,,永豐,118.191361,28.438469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P112.,
1059,2202,3320,瑞應書院,1230,紹定,南宋,,,合州,106.25955,30.00394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四川書院史,26,,
1060,2203,3267,瑞樟書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,383,,
1061,2204,3644,瑞蓮精舍,1317,延祐,蒙古元,,,浮梁州,117.2363586,29.38274193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,221,,
1062,2205,3716,瑶台書院,1344,至正,蒙古元,,,莆田,119.011101,25.433954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,380,,
1063,2206,3721,璜溪書院,1347,至正,蒙古元,,,全州路,111.0650024,25.93181038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,2207,3368,璠龍書院,1255,寶祐,南宋,,,吉水,115.132248,27.214367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,113,,
1065,2208,3337,環峯書院,1246,淳祐,南宋,,,建陽,118.10537,27.33988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,,
1066,2209,3159,環溪書院,1156,正隆,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,107,,
1067,2209,3316,環溪書院,1226,寶義,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,309,"多个出處:宋代書院與宋代學術之關係P309;江西古代書院研究P111,226.",
1068,2209,3675,環溪書院,1331,至順,蒙古元,,,慈利州,111.1217117,29.42634201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,2210,2901,環綠書院,1119,宣和,南宋,,,臨武,112.538384,25.281508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,,
1070,2211,3796,瓢泉書院,1196,承安,金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,307,"多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P109,225;元代書院之地理分佈P366.",
1071,2212,3402,甘棠書院,1279,至元,蒙古元,,,武寧,115.099584,29.277487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,218,,
1072,2213,3398,申義書院,1268,咸淳,南宋,,,金壇,119.5706177,31.74697876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,390,,
1073,2214,3742,留張書院,,,,,,新昌??,114.7789,28.393312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,226,,
1074,2215,3421,登瀛書院,1269,咸淳,南宋,,,奉化,121.406906,29.651657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,312,,
1075,2216,3428,登雲精舍,1269,咸淳,南宋,,,贛縣,114.93248,25.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,114,,
1076,2217,3519,白水書院,1300,大德,蒙古元,,,枝江,111.50119,30.295969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,402,,
1077,2218,2882,白羊書院,1119,宣和,南宋,,,萬年,108.937189,34.317987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,309,,
1078,2219,2883,白雲書院,1119,宣和,南宋,,,吉水,115.132248,27.214367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,303,,
1079,2220,3379,白鶴書院,1261,中統,蒙古元,,,潛江,112.785475,30.486321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,2220,3518,白鶴書院,1300,大德,蒙古元,,,歸善,114.402401,23.091892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,2221,3004,白龍洞書院,1043,慶曆,南宋,,,益都,118.478098,36.69748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,2222,3624,皮氏書樓,1302,大德,蒙古元,,,清江,115.398987,28.015566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,220,,
1083,2223,3685,益津書院,1332,至順,蒙古元,,,霸州,116.3952484,39.10153961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,399,,
1084,2224,3204,盛家洲書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,300,多个出處:宋代書院與宋代學術之關係P300;江西古代書院研究P109.,
1085,2225,3166,盤澗書院,1175,淳熙,南宋,,,德興,117.580116,28.953411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,110,,
1086,2226,2927,盤窩書院,1119,宣和,南宋,,,龍泉,119.12091,28.082565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,,
1087,2227,2998,相山書院,1043,慶曆,南宋,,,咸寧,114.271622,29.892479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,332,,
1088,2228,3759,睢陽書院,1010,大中祥符,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,4;34,"多个出處:中國古代書院發展史P4,34;宋代書院與宋代學術之關係P335.",
1089,2229,3433,知止書院,1269,咸淳,南宋,,,玉山,118.240181,28.679602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,114,,
1090,2230,3285,石井書院,1211,光定,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P381;泉州古代書院P49.,
1091,2231,3028,石坡書院,1119,宣和,南宋,,,慈溪,121.444199,29.979195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,311,多个出處:宋代書院與宋代學術之關係P311;中國古代的書院制度P30.,
1092,2232,3388,石塘書院,1263,景定,南宋,,,福清,119.381439,25.727917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380.,
1093,2233,2940,石壇精舍,1119,宣和,南宋,,,常德府,111.6913,29.034807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,338,,
1094,2234,2939,石屏書院,1119,宣和,南宋,,,漳州,117.653053,24.511744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,,
1095,2235,3372,石岡書院,1255,寶祐,南宋,,,安福,114.608452,27.382462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,304,多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P113.,
